hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 0.00000, 1929.89, 1890.4, 1839.67, 0, 1626.46, 1593.08, 1550.39, 23.1507
0, 0.00000, 1975.75, 1935.62, 1886.6, 0, 1548.34, 1516.8, 1478.44, 27.828
0, 0.00000, 2023.96, 1983.1, 1935.82, 0, 1469.93, 1440.16, 1405.88, 32.5772
0, 0.00000, 2074.74, 2032.99, 1987.5, 0, 1392.12, 1364.02, 1333.55, 37.4079
0, 0.00000, 2128.32, 2085.5, 2041.77, 0, 1316.18, 1289.62, 1262.63, 42.3668
0, 0.00000, 2185.11, 2140.79, 2098.85, 0, 1243.97, 1218.64, 1194.82, 47.5396
0, 0.00000, 2245.91, 2199.31, 2158.89, 0, 1178.2, 1153.69, 1132.48, 53.6089
0, 0.00000, 2311.3, 2261.28, 2223.1, 0, 1122.25, 1097.9, 1079.35, 59.7546
0, 0.00000, 2388.5, 2326.1, 2296.68, 0, 1083.43, 1054.99, 1041.73, 64.9728
0, 0.00000, 2468.81, 2397.59, 2381.92, 0, 1062.45, 1031.67, 1025.06, 67.3163
0, 0.00000, 2554.14, 2474.36, 2472.1, 0, 1065.71, 1032.31, 1031.53, 72.9035
0, 0.00000, 2640.71, 2557.25, 2558.03, 0, 1096.56, 1061.92, 1062.27, 87.6656
0, 0.00000, 2737.21, 2640.54, 2643.76, 0, 1162.11, 1121.02, 1122.4, 113.466
0, 0.00000, 1664.55, 1625.33, 1566.91, 0, 2154.56, 2104, 2028.13, 10.956
0, 0.00000, 1698.33, 1658.53, 1601.36, 0, 2089.07, 2039.99, 1969.72, 6.92665
0, 0.00000, 1733.55, 1693.09, 1637.32, 0, 2021.85, 1974.55, 1909.55, 4.03343
0, 0.00000, 1770.29, 1729.14, 1674.88, 0, 1952.86, 1907.36, 1847.55, 5.22496
0, 0.00000, 1808.66, 1766.77, 1714.12, 0, 1882.22, 1838.52, 1783.79, 9.10762
0, 0.00000, 1848.77, 1806.08, 1755.18, 0, 1810.07, 1768.16, 1718.38, 13.5987
0, 0.00000, 1890.8, 1847.21, 1798.18, 0, 1736.56, 1696.43, 1651.46, 18.3014
0, 0.00000, 1934.83, 1890.26, 1843.21, 0, 1662.12, 1623.73, 1583.37, 23.1197
0, 0.00000, 1981.09, 1935.4, 1890.46, 0, 1587.13, 1550.43, 1514.49, 28.0334
0, 0.00000, 2029.74, 1982.77, 1940.05, 0, 1512.3, 1477.21, 1445.45, 33.0448
0, 0.00000, 2080.99, 2032.51, 1992.12, 0, 1438.61, 1405.01, 1377.15, 38.1845
0, 0.00000, 2135.12, 2084.84, 2046.86, 0, 1367.34, 1335.05, 1310.79, 43.5236
0, 0.00000, 2192.56, 2139.86, 2104.5, 0, 1300.43, 1269.06, 1248.15, 49.1762
0, 0.00000, 2254.01, 2198.01, 2165.22, 0, 1240.51, 1209.62, 1191.58, 55.7626
0, 0.00000, 2320.65, 2259.07, 2230.68, 0, 1191.05, 1159.41, 1144.88, 61.9364
0, 0.00000, 2398.44, 2323.71, 2306.16, 0, 1158.81, 1122.56, 1114.2, 67.5616
0, 0.00000, 2479.4, 2394.61, 2392.53, 0, 1143.96, 1104.7, 1103.92, 70.3825
0, 0.00000, 2564.55, 2471.26, 2483.33, 0, 1151.95, 1109.97, 1115.58, 76.6749
0, 0.00000, 2652.76, 2552.4, 2570, 0, 1186.69, 1141.81, 1149.71, 93.1663
0, 0.00000, 2750.5, 2634, 2658.01, 0, 1254.22, 1201.03, 1212.02, 120.052
0, 0.00000, 1667.47, 1625.32, 1568.85, 0, 2177.41, 2122.59, 2048.59, 10.4514
0, 0.00000, 1701.44, 1658.5, 1603.45, 0, 2113.36, 2059.9, 1991.58, 6.11824
0, 0.00000, 1736.86, 1693.03, 1639.56, 0, 2047.75, 1995.95, 1932.97, 2.21846
0, 0.00000, 1773.83, 1729.03, 1677.28, 0, 1980.56, 1930.43, 1872.71, 3.99547
0, 0.00000, 1812.45, 1766.62, 1716.73, 0, 1911.91, 1863.45, 1810.88, 8.53317
0, 0.00000, 1852.84, 1805.88, 1758, 0, 1841.98, 1795.18, 1747.65, 13.3296
0, 0.00000, 1895.16, 1846.93, 1801.23, 0, 1771.02, 1725.84, 1683.2, 18.2459
0, 0.00000, 1939.54, 1889.91, 1846.54, 0, 1699.4, 1655.81, 1617.88, 23.2623
0, 0.00000, 1986.17, 1934.94, 1894.09, 0, 1627.65, 1585.56, 1552.16, 28.3851
0, 0.00000, 2035.22, 1982.16, 1944.01, 0, 1556.5, 1515.83, 1486.72, 33.6379
0, 0.00000, 2086.93, 2031.76, 1996.48, 0, 1486.94, 1447.52, 1422.47, 39.0723
0, 0.00000, 2141.57, 2083.88, 2051.69, 0, 1420.34, 1381.97, 1360.69, 44.7752
0, 0.00000, 2199.61, 2138.61, 2109.86, 0, 1358.65, 1320.85, 1303.17, 50.8969
0, 0.00000, 2261.66, 2196.42, 2171.3, 0, 1304.4, 1266.69, 1252.23, 57.9422
0, 0.00000, 2329.7, 2256.48, 2238.02, 0, 1261.39, 1221.71, 1211.77, 64.3894
0, 0.00000, 2407.65, 2321.02, 2315.17, 0, 1235.14, 1190.55, 1187.7, 70.1006
0, 0.00000, 2489.13, 2391.35, 2402.58, 0, 1226.05, 1177.75, 1183.5, 73.3506
0, 0.00000, 2574.19, 2467.8, 2493.99, 0, 1238.56, 1187.41, 1200.01, 80.4274
0, 0.00000, 2663.72, 2547.28, 2581.59, 0, 1277.08, 1221.27, 1237.74, 98.3833
0, 0.00000, 2762.3, 2627.24, 2671.87, 0, 1346.68, 1280.76, 1302.57, 126.124
0, 0.00000, 1670.25, 1625.19, 1570.66, 0, 2201.26, 2142.08, 2069.95, 10.3005
0, 0.00000, 1704.4, 1658.32, 1605.38, 0, 2138.74, 2080.8, 2014.42, 5.89454
0, 0.00000, 1740, 1692.8, 1641.63, 0, 2074.82, 2018.41, 1957.45, 1.22687
0, 0.00000, 1777.2, 1728.77, 1679.52, 0, 2009.47, 1954.59, 1898.97, 3.55715
0, 0.00000, 1816.06, 1766.29, 1719.14, 0, 1942.9, 1889.54, 1839.17, 8.41488
0, 0.00000, 1856.72, 1805.49, 1760.62, 0, 1875.28, 1823.42, 1778.18, 13.3692
0, 0.00000, 1899.31, 1846.46, 1804.07, 0, 1806.93, 1756.53, 1716.28, 18.4232
0, 0.00000, 1944.01, 1889.33, 1849.64, 0, 1738.25, 1689.24, 1653.83, 23.5901
0, 0.00000, 1990.97, 1934.23, 1897.47, 0, 1669.79, 1622.09, 1591.34, 28.8917
0, 0.00000, 2040.41, 1981.31, 1947.72, 0, 1602.35, 1555.83, 1529.53, 34.365
0, 0.00000, 2092.55, 2030.72, 2000.58, 0, 1536.94, 1491.42, 1469.36, 40.0745
0, 0.00000, 2147.66, 2082.62, 2056.21, 0, 1474.98, 1430.21, 1412.15, 46.1222
0, 0.00000, 2206.24, 2137.05, 2114.91, 0, 1418.44, 1373.81, 1359.67, 52.699
0, 0.00000, 2268.82, 2194.48, 2177.03, 0, 1369.69, 1324.71, 1314.22, 60.1804
0, 0.00000, 2338.08, 2253.62, 2244.98, 0, 1332.84, 1284.65, 1279.79, 66.9389
0, 0.00000, 2416.1, 2318.05, 2323.62, 0, 1312.24, 1258.85, 1262.06, 72.617
0, 0.00000, 2498.06, 2387.81, 2411.98, 0, 1308.57, 1250.86, 1263.53, 76.3567
0, 0.00000, 2582.9, 2464.03, 2504.03, 0, 1325.38, 1264.43, 1284.95, 83.7968
0, 0.00000, 2673.59, 2541.94, 2592.67, 0, 1367.65, 1300.3, 1326.28, 103.326
0, 0.00000, 2772.67, 2620.39, 2685.18, 0, 1439.34, 1360.21, 1393.92, 131.663
0, 0.00000, 1672.87, 1624.9, 1572.31, 0, 2226.1, 2162.47, 2092.21, 10.539
0, 0.00000, 1707.19, 1657.98, 1607.14, 0, 2165.17, 2102.64, 2038.22, 6.35175
0, 0.00000, 1742.99, 1692.42, 1643.54, 0, 2102.97, 2041.83, 1982.91, 2.54826
0, 0.00000, 1780.37, 1728.32, 1681.57, 0, 2039.58, 1979.82, 1926.33, 4.22955
0, 0.00000, 1819.46, 1765.77, 1721.36, 0, 1975.15, 1916.74, 1868.6, 8.80528
0, 0.00000, 1860.36, 1804.88, 1763.02, 0, 1909.93, 1852.85, 1809.95, 13.7359
0, 0.00000, 1903.23, 1845.76, 1806.69, 0, 1844.23, 1788.43, 1750.65, 18.8454
0, 0.00000, 1948.22, 1888.52, 1852.5, 0, 1778.54, 1723.92, 1691.12, 24.1142
0, 0.00000, 1995.51, 1933.29, 1900.61, 0, 1713.42, 1659.88, 1631.9, 29.5626
0, 0.00000, 2045.3, 1980.21, 1951.17, 0, 1649.71, 1597.09, 1573.76, 35.2317
0, 0.00000, 2097.84, 2029.42, 2004.39, 0, 1588.46, 1536.54, 1517.68, 41.1954
0, 0.00000, 2153.38, 2081.08, 2060.44, 0, 1531.1, 1479.57, 1465, 47.5673
0, 0.00000, 2212.46, 2135.19, 2119.65, 0, 1479.59, 1427.76, 1417.47, 54.5827
0, 0.00000, 2275.5, 2192.23, 2182.41, 0, 1436.17, 1383.49, 1377.37, 62.4648
0, 0.00000, 2345.84, 2250.63, 2251.54, 0, 1405.23, 1348.14, 1348.77, 69.6001
0, 0.00000, 2423.85, 2314.84, 2331.5, 0, 1389.96, 1327.33, 1337.1, 75.1365
0, 0.00000, 2506.11, 2384.06, 2420.75, 0, 1391.45, 1323.75, 1344.11, 79.2888
0, 0.00000, 2590.83, 2460.02, 2513.42, 0, 1412.37, 1341.11, 1370.2, 86.9874
0, 0.00000, 2682.36, 2536.41, 2603.09, 0, 1458.25, 1378.88, 1415.18, 107.997
0, 0.00000, 2781.77, 2613.6, 2697.79, 0, 1532.14, 1439.43, 1485.91, 136.785
0, 0.00000, 1675.34, 1624.46, 1573.79, 0, 2251.91, 2183.73, 2115.33, 11.16
0, 0.00000, 1709.82, 1657.5, 1608.74, 0, 2192.6, 2125.38, 2062.91, 7.39327
0, 0.00000, 1745.8, 1691.88, 1645.26, 0, 2132.2, 2066.21, 2009.34, 4.51654
0, 0.00000, 1783.38, 1727.7, 1683.43, 0, 2070.8, 2006.03, 1954.69, 5.68007
0, 0.00000, 1822.67, 1765.08, 1723.39, 0, 2008.57, 1944.98, 1899.1, 9.67743
0, 0.00000, 1863.81, 1804.11, 1765.23, 0, 1945.79, 1883.34, 1842.83, 14.4356
0, 0.00000, 1906.92, 1844.87, 1809.08, 0, 1882.84, 1821.45, 1786.21, 19.5174
0, 0.00000, 1952.18, 1887.5, 1855.12, 0, 1820.18, 1759.75, 1729.65, 24.8397
0, 0.00000, 1999.77, 1932.12, 1903.48, 0, 1758.44, 1698.83, 1673.75, 30.4015
0, 0.00000, 2049.9, 1978.86, 1954.35, 0, 1698.47, 1639.49, 1619.28, 36.2424
0, 0.00000, 2102.78, 2027.85, 2007.9, 0, 1641.37, 1582.76, 1567.28, 42.4369
0, 0.00000, 2158.71, 2079.25, 2064.35, 0, 1588.53, 1529.93, 1519.07, 49.1106
0, 0.00000, 2218.24, 2133.05, 2124.04, 0, 1541.92, 1482.53, 1476.39, 56.5456
0, 0.00000, 2281.72, 2189.69, 2187.44, 0, 1503.66, 1442.87, 1441.48, 64.7983
0, 0.00000, 2352.93, 2247.41, 2257.66, 0, 1478.37, 1412.01, 1418.56, 72.3698
0, 0.00000, 2430.92, 2311.35, 2338.76, 0, 1468.17, 1396, 1412.54, 77.8362
0, 0.00000, 2513.36, 2380.11, 2428.81, 0, 1474.57, 1396.47, 1425.02, 82.2356
0, 0.00000, 2597.92, 2455.72, 2522.02, 0, 1499.43, 1417.41, 1455.64, 90.0322
0, 0.00000, 2690.16, 2530.77, 2612.83, 0, 1548.86, 1457.06, 1504.37, 112.438
0, 0.00000, 2789.61, 2606.83, 2709.49, 0, 1624.9, 1518.36, 1578.3, 141.5
0, 0.00000, 1677.65, 1623.88, 1575.12, 0, 2278.63, 2205.81, 2139.27, 12.1204
0, 0.00000, 1712.28, 1656.86, 1610.17, 0, 2221.01, 2148.99, 2088.49, 8.84146
0, 0.00000, 1748.43, 1691.17, 1646.81, 0, 2162.45, 2091.5, 2036.7, 6.61338
0, 0.00000, 1786.19, 1726.92, 1685.11, 0, 2103.09, 2033.18, 1984.03, 7.50676
0, 0.00000, 1825.68, 1764.21, 1725.21, 0, 2043.12, 1974.2, 1930.63, 10.9459
0, 0.00000, 1867.03, 1803.13, 1767.21, 0, 1982.84, 1914.85, 1876.8, 15.4429
0, 0.00000, 1910.37, 1843.77, 1811.25, 0, 1922.67, 1855.51, 1822.88, 20.4357
0, 0.00000, 1955.89, 1886.27, 1857.5, 0, 1863.05, 1796.61, 1769.31, 25.7697
0, 0.00000, 2003.75, 1930.72, 1906.1, 0, 1804.72, 1738.81, 1716.74, 31.4131
0, 0.00000, 2054.17, 1977.27, 1957.23, 0, 1748.49, 1682.9, 1665.96, 37.3985
0, 0.00000, 2107.38, 2026.03, 2011.1, 0, 1695.49, 1629.91, 1618.02, 43.8028
0, 0.00000, 2163.67, 2077.17, 2067.94, 0, 1647.1, 1581.12, 1574.22, 50.7564
0, 0.00000, 2223.6, 2130.64, 2128.09, 0, 1605.29, 1537.99, 1536.29, 58.5875
0, 0.00000, 2287.43, 2186.87, 2192.07, 0, 1572.01, 1502.74, 1506.44, 67.1808
0, 0.00000, 2359.35, 2243.96, 2263.29, 0, 1552.12, 1476.14, 1488.99, 75.2455
0, 0.00000, 2437.27, 2307.67, 2345.39, 0, 1546.78, 1464.58, 1488.5, 80.5153
0, 0.00000, 2519.84, 2375.97, 2436.13, 0, 1557.84, 1468.98, 1506.13, 85.227
0, 0.00000, 2604.41, 2450.99, 2529.6, 0, 1586.62, 1493.18, 1541.03, 93.5391
0, 0.00000, 2696.9, 2524.96, 2621.69, 0, 1639.33, 1534.77, 1593.65, 116.626
0, 0.00000, 2796.3, 2600.11, 2720.19, 0, 1717.58, 1597.01, 1670.92, 145.853
