hour, t(sec), P1 (kW), Q1 (kvar)
0, 0.00000, 292.639, -1864.59
0, 0.00000, 296.697, -2170.8
0, 0.00000, 300.797, -2484.79
0, 0.00000, 304.891, -2806.73
0, 0.00000, 309.004, -3136.61
0, 0.00000, 313.171, -3474.73
0, 0.00000, 317.359, -3821.21
0, 0.00000, 321.642, -4176.71
0, 0.00000, 326.013, -4541.52
0, 0.00000, 74.2342, 9115.51
0, 0.00000, 75.1568, 9081.21
0, 0.00000, 75.775, 9046.22
0, 0.00000, 76.4004, 9010.35
0, 0.00000, 77.0338, 8973.55
0, 0.00000, 77.6753, 8935.79
0, 0.00000, 78.3242, 8897.09
0, 0.00000, 78.9815, 8857.4
0, 0.00000, 79.6464, 8816.73
0, 0.00000, 80.3203, 8775
0, 0.00000, 81.0025, 8732.24
0, 0.00000, 81.6936, 8688.4
0, 0.00000, 82.3934, 8643.46
0, 0.00000, 83.1019, 8597.43
0, 0.00000, 83.8195, 8550.26
0, 0.00000, 84.5465, 8501.92
0, 0.00000, 85.2853, 8452.23
0, 0.00000, 86.0262, 8401.79
0, 0.00000, 86.7855, 8349.6
0, 0.00000, 87.55, 8296.4
0, 0.00000, 88.3252, 8241.89
0, 0.00000, 89.1097, 8186.12
0, 0.00000, 89.9074, 8128.82
0, 0.00000, 90.7121, 8070.37
0, 0.00000, 91.5327, 8010.19
0, 0.00000, 92.3578, 7948.98
0, 0.00000, 93.2008, 7885.85
0, 0.00000, 94.0504, 7821.54
0, 0.00000, 94.9105, 7755.78
0, 0.00000, 95.7879, 7688.07
0, 0.00000, 96.672, 7619.11
0, 0.00000, 97.5703, 7548.39
0, 0.00000, 98.4804, 7476.02
0, 0.00000, 99.4046, 7401.84
0, 0.00000, 100.341, 7325.97
0, 0.00000, 101.291, 7248.27
0, 0.00000, 102.252, 7168.88
0, 0.00000, 103.23, 7087.41
0, 0.00000, 104.221, 7004.04
0, 0.00000, 105.224, 6918.94
0, 0.00000, 106.244, 6831.55
0, 0.00000, 107.276, 6742.33
0, 0.00000, 108.324, 6651.02
0, 0.00000, 109.389, 6557.38
0, 0.00000, 110.467, 6461.69
0, 0.00000, 111.562, 6363.78
0, 0.00000, 112.673, 6263.51
0, 0.00000, 113.799, 6161.02
0, 0.00000, 114.945, 6055.83
0, 0.00000, 116.104, 5948.57
0, 0.00000, 117.284, 5838.47
0, 0.00000, 118.479, 5726.03
0, 0.00000, 119.693, 5610.84
0, 0.00000, 120.926, 5492.95
0, 0.00000, 122.178, 5372.31
0, 0.00000, 123.449, 5248.79
0, 0.00000, 124.74, 5122.36
0, 0.00000, 126.05, 4993.11
0, 0.00000, 127.381, 4860.67
0, 0.00000, 128.735, 4725.31
0, 0.00000, 130.112, 4586.77
0, 0.00000, 131.51, 4445
0, 0.00000, 132.932, 4299.81
0, 0.00000, 134.376, 4151.27
0, 0.00000, 135.847, 3999.27
0, 0.00000, 137.343, 3843.82
0, 0.00000, 138.865, 3684.55
0, 0.00000, 140.412, 3521.55
0, 0.00000, 141.987, 3354.64
0, 0.00000, 143.59, 3183.84
0, 0.00000, 145.227, 3009.07
0, 0.00000, 146.899, 2830.2
0, 0.00000, 148.601, 2647
0, 0.00000, 150.332, 2459.35
0, 0.00000, 152.093, 2267.1
0, 0.00000, 153.931, 2070.91
0, 0.00000, 155.832, 1870.04
0, 0.00000, 157.775, 1664
0, 0.00000, 159.756, 1452.63
0, 0.00000, 161.794, 1236.03
0, 0.00000, 163.946, 1014.03
0, 0.00000, 166.136, 786.108
0, 0.00000, 168.403, 552.04
0, 0.00000, 170.716, 311.483
0, 0.00000, 173.069, 64.2253
0, 0.00000, 175.462, -189.909
0, 0.00000, 177.899, -451.115
0, 0.00000, 180.385, -719.571
0, 0.00000, 182.906, -995.442
0, 0.00000, 185.428, -1278.65
0, 0.00000, 187.997, -1569.54
0, 0.00000, 190.618, -1868.53
0, 0.00000, 193.259, -2175.23
0, 0.00000, 195.927, -2490.06
0, 0.00000, 198.591, -2812.61
0, 0.00000, 201.269, -3143.08
0, 0.00000, 203.979, -3481.82
0, 0.00000, 206.709, -3829.12
0, 0.00000, 209.505, -4185.49
0, 0.00000, 212.357, -4551.2
0, 0.00000, 34.1777, 9122.36
0, 0.00000, 34.7749, 9088.04
0, 0.00000, 35.0596, 9053.08
0, 0.00000, 35.3477, 9017.24
0, 0.00000, 35.6395, 8980.46
0, 0.00000, 35.9347, 8942.77
0, 0.00000, 36.2338, 8904.09
0, 0.00000, 36.5364, 8864.44
0, 0.00000, 36.8431, 8823.78
0, 0.00000, 37.1533, 8782.11
0, 0.00000, 37.4682, 8739.31
0, 0.00000, 37.7859, 8695.56
0, 0.00000, 38.1085, 8650.66
0, 0.00000, 38.4352, 8604.62
0, 0.00000, 38.7657, 8557.49
0, 0.00000, 39.101, 8509.15
0, 0.00000, 39.4404, 8459.63
0, 0.00000, 39.7837, 8408.97
0, 0.00000, 40.1322, 8356.98
0, 0.00000, 40.4847, 8303.79
0, 0.00000, 40.8426, 8249.23
0, 0.00000, 41.2046, 8193.41
0, 0.00000, 41.5714, 8136.25
0, 0.00000, 41.9436, 8077.67
0, 0.00000, 42.3202, 8017.72
0, 0.00000, 42.7025, 7956.26
0, 0.00000, 43.0892, 7893.44
0, 0.00000, 43.4816, 7829.05
0, 0.00000, 43.8794, 7763.12
0, 0.00000, 44.2828, 7695.6
0, 0.00000, 44.6914, 7626.51
0, 0.00000, 45.1058, 7555.77
0, 0.00000, 45.5259, 7483.35
0, 0.00000, 45.9517, 7409.26
0, 0.00000, 46.3838, 7333.36
0, 0.00000, 46.8219, 7255.67
0, 0.00000, 47.2661, 7176.15
0, 0.00000, 47.7164, 7094.8
0, 0.00000, 48.1735, 7011.48
0, 0.00000, 48.637, 6926.22
0, 0.00000, 49.1071, 6838.97
0, 0.00000, 49.5841, 6749.65
0, 0.00000, 50.0679, 6658.25
0, 0.00000, 50.5588, 6564.71
0, 0.00000, 51.0569, 6468.95
0, 0.00000, 51.5626, 6370.92
0, 0.00000, 52.0755, 6270.65
0, 0.00000, 52.5961, 6167.99
0, 0.00000, 53.1242, 6062.97
0, 0.00000, 53.6605, 5955.46
0, 0.00000, 54.2051, 5845.39
0, 0.00000, 54.7576, 5732.78
0, 0.00000, 55.3187, 5617.53
0, 0.00000, 55.8878, 5499.66
0, 0.00000, 56.4666, 5378.84
0, 0.00000, 57.0544, 5255.19
0, 0.00000, 57.6506, 5128.76
0, 0.00000, 58.2559, 4999.42
0, 0.00000, 58.8715, 4866.84
0, 0.00000, 59.4976, 4731.54
0, 0.00000, 60.1348, 4592.7
0, 0.00000, 60.7805, 4450.99
0, 0.00000, 61.4383, 4305.56
0, 0.00000, 62.1066, 4156.89
0, 0.00000, 62.7858, 4004.86
0, 0.00000, 63.4776, 3849.15
0, 0.00000, 64.1816, 3689.76
0, 0.00000, 64.8979, 3526.51
0, 0.00000, 65.6264, 3359.52
0, 0.00000, 66.369, 3188.47
0, 0.00000, 67.1259, 3013.56
0, 0.00000, 67.9003, 2834.47
0, 0.00000, 68.6879, 2651.05
0, 0.00000, 69.4894, 2463.11
0, 0.00000, 70.3049, 2270.71
0, 0.00000, 71.1518, 2074.31
0, 0.00000, 72.0296, 1873.13
0, 0.00000, 72.9302, 1666.79
0, 0.00000, 73.848, 1455.08
0, 0.00000, 74.7832, 1238.22
0, 0.00000, 75.8026, 1015.88
0, 0.00000, 76.82, 787.581
0, 0.00000, 77.8705, 553.112
0, 0.00000, 78.943, 312.083
0, 0.00000, 80.0335, 64.3515
0, 0.00000, 81.1431, -190.282
0, 0.00000, 82.2733, -451.996
0, 0.00000, 83.426, -721.013
0, 0.00000, 84.5917, -997.454
0, 0.00000, 85.761, -1281.27
0, 0.00000, 86.9525, -1572.82
0, 0.00000, 88.168, -1872.35
0, 0.00000, 89.3895, -2179.76
0, 0.00000, 90.6164, -2495.14
0, 0.00000, 91.8502, -2818.42
0, 0.00000, 93.0891, -3149.48
0, 0.00000, 94.336, -3488.98
0, 0.00000, 95.5987, -3837.03
0, 0.00000, 96.8932, -4194.21
0, 0.00000, 98.2119, -4560.9
0, 0.00000, -5.93833, 9129.14
0, 0.00000, -5.66859, 9094.86
0, 0.00000, -5.71854, 9059.99
0, 0.00000, -5.76863, 9024.16
0, 0.00000, -5.81946, 8987.4
0, 0.00000, -5.87098, 8949.72
0, 0.00000, -5.92308, 8911.08
0, 0.00000, -5.97574, 8871.42
0, 0.00000, -6.02921, 8830.8
0, 0.00000, -6.08322, 8789.14
0, 0.00000, -6.13791, 8746.44
0, 0.00000, -6.1933, 8702.65
0, 0.00000, -6.24939, 8657.77
0, 0.00000, -6.30619, 8611.78
0, 0.00000, -6.36371, 8564.66
0, 0.00000, -6.42192, 8516.35
0, 0.00000, -6.4809, 8466.85
0, 0.00000, -6.54066, 8416.2
0, 0.00000, -6.60107, 8364.25
0, 0.00000, -6.66234, 8311.05
0, 0.00000, -6.72437, 8256.56
0, 0.00000, -6.78718, 8200.71
0, 0.00000, -6.85088, 8143.58
0, 0.00000, -6.91529, 8085.02
0, 0.00000, -6.9806, 8025.06
0, 0.00000, -7.04675, 7963.67
0, 0.00000, -7.11375, 7900.76
0, 0.00000, -7.18167, 7836.41
0, 0.00000, -7.25042, 7770.46
0, 0.00000, -7.32014, 7703
0, 0.00000, -7.39073, 7633.88
0, 0.00000, -7.46229, 7563.17
0, 0.00000, -7.53477, 7490.74
0, 0.00000, -7.60829, 7416.46
0, 0.00000, -7.68278, 7340.74
0, 0.00000, -7.75815, 7262.99
0, 0.00000, -7.83471, 7183.35
0, 0.00000, -7.91226, 7101.99
0, 0.00000, -7.99079, 7018.72
0, 0.00000, -8.07042, 6933.39
0, 0.00000, -8.15113, 6846.19
0, 0.00000, -8.23285, 6757
0, 0.00000, -8.31583, 6665.43
0, 0.00000, -8.39989, 6572.02
0, 0.00000, -8.48518, 6476.14
0, 0.00000, -8.5717, 6378.08
0, 0.00000, -8.65933, 6277.86
0, 0.00000, -8.74834, 6174.99
0, 0.00000, -8.83859, 6069.84
0, 0.00000, -8.93006, 5962.29
0, 0.00000, -9.02278, 5852.26
0, 0.00000, -9.11678, 5739.73
0, 0.00000, -9.21231, 5624.26
0, 0.00000, -9.30918, 5506.22
0, 0.00000, -9.40732, 5385.56
0, 0.00000, -9.507, 5261.91
0, 0.00000, -9.60825, 5135.21
0, 0.00000, -9.71087, 5005.73
0, 0.00000, -9.81495, 4873.26
0, 0.00000, -9.9194, 4737.49
0, 0.00000, -10.0274, 4598.73
0, 0.00000, -10.1367, 4456.73
0, 0.00000, -10.2476, 4311.41
0, 0.00000, -10.3599, 4162.56
0, 0.00000, -10.4761, 4010.35
0, 0.00000, -10.5936, 3854.51
0, 0.00000, -10.7122, 3694.92
0, 0.00000, -10.8322, 3531.57
0, 0.00000, -10.9543, 3364.32
0, 0.00000, -11.0781, 3193.13
0, 0.00000, -11.2075, 3017.98
0, 0.00000, -11.3359, 2838.72
0, 0.00000, -11.4682, 2655.06
0, 0.00000, -11.6026, 2466.9
0, 0.00000, -11.7427, 2274.28
0, 0.00000, -11.8983, 2077.65
0, 0.00000, -12.0497, 1876.2
0, 0.00000, -12.1988, 1669.55
0, 0.00000, -12.3545, 1457.54
0, 0.00000, -12.5346, 1240.46
0, 0.00000, -12.6631, 1017.74
0, 0.00000, -12.8346, 789.045
0, 0.00000, -13.0087, 554.148
0, 0.00000, -13.1857, 312.684
0, 0.00000, -13.3655, 64.4758
0, 0.00000, -13.5483, -190.659
0, 0.00000, -13.7343, -452.898
0, 0.00000, -13.9238, -722.466
0, 0.00000, -14.117, -999.425
0, 0.00000, -14.3105, -1283.81
0, 0.00000, -14.5066, -1576.03
0, 0.00000, -14.7066, -1876.21
0, 0.00000, -14.9097, -2184.2
0, 0.00000, -15.1214, -2500.19
0, 0.00000, -15.3327, -2824.11
0, 0.00000, -15.5346, -3155.88
0, 0.00000, -15.7535, -3495.94
0, 0.00000, -15.9697, -3844.88
0, 0.00000, -16.1892, -4202.93
0, 0.00000, -16.4158, -4570.37
0, 0.00000, -46.1143, 9135.88
0, 0.00000, -46.1725, 9101.68
0, 0.00000, -46.5575, 9066.81
0, 0.00000, -46.9474, 9031
0, 0.00000, -47.3419, 8994.3
0, 0.00000, -47.7414, 8956.62
0, 0.00000, -48.1455, 8918.03
0, 0.00000, -48.5551, 8878.39
0, 0.00000, -48.9694, 8837.81
0, 0.00000, -49.3891, 8796.16
0, 0.00000, -49.8143, 8753.45
0, 0.00000, -50.2445, 8709.71
0, 0.00000, -50.6804, 8664.85
0, 0.00000, -51.1216, 8618.91
0, 0.00000, -51.5688, 8571.78
0, 0.00000, -52.0215, 8523.52
0, 0.00000, -52.4803, 8474.04
0, 0.00000, -52.9447, 8423.38
0, 0.00000, -53.4153, 8371.47
0, 0.00000, -53.8919, 8318.29
0, 0.00000, -54.375, 8263.8
0, 0.00000, -54.8645, 8207.98
0, 0.00000, -55.3604, 8150.83
0, 0.00000, -55.8627, 8092.3
0, 0.00000, -56.3717, 8032.35
0, 0.00000, -56.8877, 7970.95
0, 0.00000, -57.4104, 7908.11
0, 0.00000, -57.9401, 7843.75
0, 0.00000, -58.4774, 7777.81
0, 0.00000, -59.0218, 7710.33
0, 0.00000, -59.5735, 7641.24
0, 0.00000, -60.1327, 7570.51
0, 0.00000, -60.6997, 7498.11
0, 0.00000, -61.2747, 7423.95
0, 0.00000, -61.8577, 7348.04
0, 0.00000, -62.4487, 7270.36
0, 0.00000, -63.0479, 7190.83
0, 0.00000, -63.6554, 7109.45
0, 0.00000, -64.2718, 7026.11
0, 0.00000, -64.897, 6940.79
0, 0.00000, -65.5307, 6853.51
0, 0.00000, -66.1739, 6764.13
0, 0.00000, -66.8251, 6672.82
0, 0.00000, -67.4871, 6579.14
0, 0.00000, -68.1587, 6483.28
0, 0.00000, -68.8401, 6385.17
0, 0.00000, -69.5314, 6284.75
0, 0.00000, -70.2325, 6182.02
0, 0.00000, -70.9432, 6077.01
0, 0.00000, -71.665, 5969.44
0, 0.00000, -72.3989, 5859.13
0, 0.00000, -73.1436, 5746.27
0, 0.00000, -73.8975, 5631.06
0, 0.00000, -74.6642, 5512.92
0, 0.00000, -75.443, 5391.94
0, 0.00000, -76.2327, 5268.27
0, 0.00000, -77.0348, 5141.64
0, 0.00000, -77.8484, 5012.16
0, 0.00000, -78.6763, 4879.36
0, 0.00000, -79.5159, 4743.69
0, 0.00000, -80.3721, 4604.79
0, 0.00000, -81.2412, 4462.68
0, 0.00000, -82.1247, 4317.08
0, 0.00000, -83.0215, 4168.21
0, 0.00000, -83.9382, 4015.8
0, 0.00000, -84.8694, 3859.79
0, 0.00000, -85.8152, 3700.02
0, 0.00000, -86.7764, 3536.49
0, 0.00000, -87.7547, 3369.09
0, 0.00000, -88.7497, 3197.76
0, 0.00000, -89.7717, 3022.41
0, 0.00000, -90.8088, 2842.93
0, 0.00000, -91.8664, 2659.06
0, 0.00000, -92.9424, 2470.64
0, 0.00000, -94.0489, 2277.87
0, 0.00000, -95.2174, 2081.02
0, 0.00000, -96.4046, 1879.27
0, 0.00000, -97.6101, 1672.31
0, 0.00000, -98.8489, 1460.05
0, 0.00000, -100.125, 1242.71
0, 0.00000, -101.45, 1019.56
0, 0.00000, -102.826, 790.513
0, 0.00000, -104.233, 555.191
0, 0.00000, -105.668, 313.286
0, 0.00000, -107.126, 64.5976
0, 0.00000, -108.61, -191.03
0, 0.00000, -110.121, -453.801
0, 0.00000, -111.663, -723.893
0, 0.00000, -113.218, -1001.42
0, 0.00000, -114.784, -1286.42
0, 0.00000, -116.378, -1579.22
0, 0.00000, -118.006, -1880.07
0, 0.00000, -119.637, -2188.7
0, 0.00000, -121.285, -2505.17
0, 0.00000, -122.901, -2829.7
0, 0.00000, -124.594, -3162.23
0, 0.00000, -126.283, -3503.03
0, 0.00000, -127.994, -3852.68
0, 0.00000, -129.741, -4211.56
0, 0.00000, -131.526, -4580.06
0, 0.00000, -86.3489, 9142.62
0, 0.00000, -86.7363, 9108.44
0, 0.00000, -87.4582, 9073.56
0, 0.00000, -88.1882, 9037.82
0, 0.00000, -88.9273, 9001.15
0, 0.00000, -89.6757, 8963.52
0, 0.00000, -90.4334, 8924.92
0, 0.00000, -91.1991, 8885.42
0, 0.00000, -91.9769, 8844.76
0, 0.00000, -92.7621, 8803.24
0, 0.00000, -93.5581, 8760.59
0, 0.00000, -94.3651, 8716.83
0, 0.00000, -95.1822, 8672
0, 0.00000, -96.0087, 8626.1
0, 0.00000, -96.8486, 8578.88
0, 0.00000, -97.6969, 8530.67
0, 0.00000, -98.5569, 8481.2
0, 0.00000, -99.4281, 8430.52
0, 0.00000, -100.31, 8378.66
0, 0.00000, -101.205, 8325.37
0, 0.00000, -102.11, 8270.99
0, 0.00000, -103.026, 8215.28
0, 0.00000, -103.957, 8158.01
0, 0.00000, -104.899, 8099.52
0, 0.00000, -105.853, 8039.59
0, 0.00000, -106.819, 7978.29
0, 0.00000, -107.8, 7915.41
0, 0.00000, -108.793, 7851.03
0, 0.00000, -109.799, 7785.23
0, 0.00000, -110.822, 7717.57
0, 0.00000, -111.855, 7648.67
0, 0.00000, -112.905, 7577.85
0, 0.00000, -113.968, 7505.47
0, 0.00000, -115.048, 7431.15
0, 0.00000, -116.141, 7355.27
0, 0.00000, -117.248, 7277.71
0, 0.00000, -118.373, 7198.14
0, 0.00000, -119.513, 7116.72
0, 0.00000, -120.669, 7033.38
0, 0.00000, -121.841, 6948.08
0, 0.00000, -123.03, 6860.79
0, 0.00000, -124.238, 6771.3
0, 0.00000, -125.462, 6679.83
0, 0.00000, -126.703, 6586.21
0, 0.00000, -127.964, 6490.31
0, 0.00000, -129.242, 6392.21
0, 0.00000, -130.538, 6291.85
0, 0.00000, -131.855, 6189.01
0, 0.00000, -133.19, 6083.87
0, 0.00000, -134.547, 5976.13
0, 0.00000, -135.923, 5865.89
0, 0.00000, -137.319, 5753.14
0, 0.00000, -138.736, 5637.76
0, 0.00000, -140.176, 5519.54
0, 0.00000, -141.638, 5398.53
0, 0.00000, -143.122, 5274.72
0, 0.00000, -144.628, 5148.03
0, 0.00000, -146.158, 5018.27
0, 0.00000, -147.711, 4885.6
0, 0.00000, -149.291, 4749.72
0, 0.00000, -150.899, 4610.73
0, 0.00000, -152.532, 4468.46
0, 0.00000, -154.192, 4322.8
0, 0.00000, -155.878, 4173.7
0, 0.00000, -157.6, 4021.18
0, 0.00000, -159.348, 3865.08
0, 0.00000, -161.126, 3705.17
0, 0.00000, -162.932, 3541.51
0, 0.00000, -164.773, 3373.91
0, 0.00000, -166.645, 3202.36
0, 0.00000, -168.565, 3026.84
0, 0.00000, -170.517, 2847.13
0, 0.00000, -172.506, 2663.01
0, 0.00000, -174.528, 2474.42
0, 0.00000, -176.612, 2281.42
0, 0.00000, -178.804, 2084.35
0, 0.00000, -181.033, 1882.32
0, 0.00000, -183.302, 1675.03
0, 0.00000, -185.639, 1462.55
0, 0.00000, -188.063, 1244.96
0, 0.00000, -190.555, 1021.42
0, 0.00000, -193.151, 792.017
0, 0.00000, -195.8, 556.234
0, 0.00000, -198.501, 313.878
0, 0.00000, -201.245, 64.7192
0, 0.00000, -204.04, -191.402
0, 0.00000, -206.886, -454.687
0, 0.00000, -209.789, -725.341
0, 0.00000, -212.709, -1003.39
0, 0.00000, -215.656, -1289
0, 0.00000, -218.659, -1582.39
0, 0.00000, -221.717, -1883.76
0, 0.00000, -224.789, -2193.13
0, 0.00000, -227.873, -2510.19
0, 0.00000, -230.937, -2835.37
0, 0.00000, -234.089, -3168.44
0, 0.00000, -237.252, -3509.95
0, 0.00000, -240.472, -3860.53
0, 0.00000, -243.759, -4220.27
0, 0.00000, -247.115, -4589.55
0, 0.00000, -126.644, 9149.26
0, 0.00000, -127.362, 9115.09
0, 0.00000, -128.421, 9080.26
0, 0.00000, -129.492, 9044.57
0, 0.00000, -130.574, 9008.01
0, 0.00000, -131.672, 8970.41
0, 0.00000, -132.786, 8931.78
0, 0.00000, -133.915, 8892.13
0, 0.00000, -135.052, 8851.69
0, 0.00000, -136.207, 8810.07
0, 0.00000, -137.375, 8767.49
0, 0.00000, -138.559, 8723.78
0, 0.00000, -139.758, 8678.95
0, 0.00000, -140.972, 8633.04
0, 0.00000, -142.205, 8585.88
0, 0.00000, -143.45, 8537.69
0, 0.00000, -144.711, 8488.32
0, 0.00000, -145.991, 8437.59
0, 0.00000, -147.286, 8385.74
0, 0.00000, -148.597, 8332.63
0, 0.00000, -149.923, 8278.29
0, 0.00000, -151.273, 8222.39
0, 0.00000, -152.636, 8165.36
0, 0.00000, -154.018, 8106.88
0, 0.00000, -155.423, 8046.82
0, 0.00000, -156.843, 7985.44
0, 0.00000, -158.282, 7922.61
0, 0.00000, -159.742, 7858.23
0, 0.00000, -161.22, 7792.38
0, 0.00000, -162.717, 7724.96
0, 0.00000, -164.236, 7655.9
0, 0.00000, -165.778, 7585.1
0, 0.00000, -167.34, 7512.7
0, 0.00000, -168.922, 7438.62
0, 0.00000, -170.529, 7362.65
0, 0.00000, -172.157, 7284.94
0, 0.00000, -173.81, 7205.3
0, 0.00000, -175.484, 7123.89
0, 0.00000, -177.182, 7040.56
0, 0.00000, -178.906, 6955.18
0, 0.00000, -180.651, 6867.95
0, 0.00000, -182.424, 6778.48
0, 0.00000, -184.222, 6687
0, 0.00000, -186.046, 6593.34
0, 0.00000, -187.899, 6497.35
0, 0.00000, -189.775, 6399.32
0, 0.00000, -191.682, 6298.77
0, 0.00000, -193.617, 6195.92
0, 0.00000, -195.578, 6090.76
0, 0.00000, -197.571, 5982.97
0, 0.00000, -199.592, 5872.76
0, 0.00000, -201.644, 5759.93
0, 0.00000, -203.729, 5644.34
0, 0.00000, -205.843, 5526.16
0, 0.00000, -207.991, 5405.08
0, 0.00000, -210.173, 5281.14
0, 0.00000, -212.388, 5154.34
0, 0.00000, -214.637, 5024.53
0, 0.00000, -216.92, 4891.69
0, 0.00000, -219.243, 4755.74
0, 0.00000, -221.607, 4616.67
0, 0.00000, -224.008, 4474.25
0, 0.00000, -226.448, 4328.46
0, 0.00000, -228.927, 4179.29
0, 0.00000, -231.458, 4026.62
0, 0.00000, -234.03, 3870.32
0, 0.00000, -236.643, 3710.3
0, 0.00000, -239.302, 3546.43
0, 0.00000, -242.007, 3378.67
0, 0.00000, -244.764, 3206.94
0, 0.00000, -247.586, 3031.24
0, 0.00000, -250.459, 2851.32
0, 0.00000, -253.383, 2667
0, 0.00000, -256.36, 2478.09
0, 0.00000, -259.431, 2284.96
0, 0.00000, -262.657, 2087.65
0, 0.00000, -265.935, 1885.33
0, 0.00000, -269.272, 1677.81
0, 0.00000, -272.734, 1465.06
0, 0.00000, -276.311, 1247.11
0, 0.00000, -279.988, 1023.24
0, 0.00000, -283.809, 793.462
0, 0.00000, -287.707, 557.271
0, 0.00000, -291.683, 314.468
0, 0.00000, -295.722, 64.8456
0, 0.00000, -299.836, -191.775
0, 0.00000, -304.025, -455.573
0, 0.00000, -308.3, -726.77
0, 0.00000, -312.587, -1005.35
0, 0.00000, -316.926, -1291.5
0, 0.00000, -321.348, -1585.57
0, 0.00000, -325.843, -1887.65
0, 0.00000, -330.363, -2197.5
0, 0.00000, -334.884, -2515.25
0, 0.00000, -339.404, -2840.96
0, 0.00000, -344.012, -3174.73
0, 0.00000, -348.66, -3516.97
0, 0.00000, -353.402, -3868.31
0, 0.00000, -358.243, -4228.94
0, 0.00000, -363.182, -4599.11
0, 0.00000, -166.993, 9155.97
0, 0.00000, -168.044, 9121.79
0, 0.00000, -169.442, 9087
0, 0.00000, -170.853, 9051.39
0, 0.00000, -172.283, 9014.8
0, 0.00000, -173.737, 8977.09
0, 0.00000, -175.203, 8938.61
0, 0.00000, -176.691, 8899.04
0, 0.00000, -178.193, 8858.57
0, 0.00000, -179.715, 8817.05
0, 0.00000, -181.261, 8774.36
0, 0.00000, -182.824, 8730.67
0, 0.00000, -184.407, 8685.86
0, 0.00000, -186.005, 8640.11
0, 0.00000, -187.631, 8592.97
0, 0.00000, -189.275, 8544.8
0, 0.00000, -190.943, 8495.31
0, 0.00000, -192.63, 8444.71
0, 0.00000, -194.339, 8392.88
0, 0.00000, -196.067, 8339.85
0, 0.00000, -197.823, 8285.38
0, 0.00000, -199.6, 8229.67
0, 0.00000, -201.404, 8172.47
0, 0.00000, -203.229, 8113.99
0, 0.00000, -205.077, 8054.14
0, 0.00000, -206.954, 7992.7
0, 0.00000, -208.854, 7929.88
0, 0.00000, -210.781, 7865.49
0, 0.00000, -212.734, 7799.59
0, 0.00000, -214.712, 7732.15
0, 0.00000, -216.717, 7663.11
0, 0.00000, -218.753, 7592.31
0, 0.00000, -220.815, 7519.87
0, 0.00000, -222.905, 7445.75
0, 0.00000, -225.025, 7369.85
0, 0.00000, -227.175, 7292.15
0, 0.00000, -229.356, 7212.56
0, 0.00000, -231.567, 7131.12
0, 0.00000, -233.81, 7047.75
0, 0.00000, -236.084, 6962.39
0, 0.00000, -238.392, 6875.02
0, 0.00000, -240.732, 6785.62
0, 0.00000, -243.106, 6694.08
0, 0.00000, -245.517, 6600.34
0, 0.00000, -247.961, 6504.44
0, 0.00000, -250.441, 6406.26
0, 0.00000, -252.959, 6305.73
0, 0.00000, -255.513, 6202.88
0, 0.00000, -258.105, 6097.62
0, 0.00000, -260.737, 5989.79
0, 0.00000, -263.408, 5879.48
0, 0.00000, -266.119, 5766.57
0, 0.00000, -268.871, 5650.99
0, 0.00000, -271.666, 5532.68
0, 0.00000, -274.503, 5411.57
0, 0.00000, -277.384, 5287.6
0, 0.00000, -280.311, 5160.69
0, 0.00000, -283.282, 5030.78
0, 0.00000, -286.3, 4897.82
0, 0.00000, -289.371, 4761.76
0, 0.00000, -292.494, 4622.56
0, 0.00000, -295.667, 4480.04
0, 0.00000, -298.891, 4334.14
0, 0.00000, -302.169, 4184.81
0, 0.00000, -305.514, 4032.02
0, 0.00000, -308.912, 3875.57
0, 0.00000, -312.367, 3715.37
0, 0.00000, -315.881, 3551.36
0, 0.00000, -319.457, 3383.45
0, 0.00000, -323.102, 3211.58
0, 0.00000, -326.834, 3035.54
0, 0.00000, -330.633, 2855.48
0, 0.00000, -334.497, 2671.03
0, 0.00000, -338.432, 2481.88
0, 0.00000, -342.505, 2288.52
0, 0.00000, -346.774, 2090.94
0, 0.00000, -351.105, 1888.43
0, 0.00000, -355.52, 1680.52
0, 0.00000, -360.133, 1467.59
0, 0.00000, -364.866, 1249.3
0, 0.00000, -369.74, 1025.12
0, 0.00000, -374.796, 794.934
0, 0.00000, -379.953, 558.308
0, 0.00000, -385.212, 315.063
0, 0.00000, -390.553, 64.9758
0, 0.00000, -395.995, -192.142
0, 0.00000, -401.538, -456.459
0, 0.00000, -407.193, -728.191
0, 0.00000, -412.852, -1007.33
0, 0.00000, -418.591, -1294.05
0, 0.00000, -424.442, -1588.69
0, 0.00000, -430.377, -1891.4
0, 0.00000, -436.335, -2201.87
0, 0.00000, -442.312, -2520.16
0, 0.00000, -448.316, -2846.59
0, 0.00000, -454.354, -3180.75
0, 0.00000, -460.504, -3523.87
0, 0.00000, -466.783, -3876.17
0, 0.00000, -473.184, -4237.32
0, 0.00000, -479.727, -4608.72
0, 0.00000, -207.401, 9162.61
0, 0.00000, -208.786, 9128.44
0, 0.00000, -210.523, 9093.68
0, 0.00000, -212.282, 9057.99
0, 0.00000, -214.056, 9021.51
0, 0.00000, -215.861, 8983.88
0, 0.00000, -217.686, 8945.36
0, 0.00000, -219.534, 8905.85
0, 0.00000, -221.403, 8865.36
0, 0.00000, -223.293, 8823.91
0, 0.00000, -225.213, 8781.28
0, 0.00000, -227.156, 8737.61
0, 0.00000, -229.12, 8692.93
